"","price","bathrooms","city","number_of_reviews","review_scores_rating","beds","Air conditioning","Essentials","Familykid friendly","Hair dryer","Hangers","Heating","Laptop friendly workspace","Shampoo","Smoke detector","Washer","property_type.Boat","property_type.Boutique.hotel","property_type.Condominium","property_type.Dorm","property_type.Guest.suite","property_type.House","property_type.In.law","property_type.Loft","property_type.Other","property_type.Timeshare","room_type.Private.room","room_type.Shared.room"
"39948",156,"1","LA",5,93,2,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"39949",187,"1","NYC",2,93,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"39950",60,"1","NYC",4,91,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"39951",101,"1","SF",4,85,3,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"39952",176,"1","NYC",29,92,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"39953",84,"1.5","LA",2,93,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
"39954",60,"1","NYC",47,91,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"39955",89,"1","LA",17,91,3,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"39956",119,"1","LA",30,91,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"39957",200,"1","NYC",8,91,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"39958",90,"1","LA",36,91,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"39959",65,"1.5","LA",23,91,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"39960",146,"1","LA",9,91,3,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"39961",145,"1","NYC",24,91,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"39962",143,"1","NYC",6,91,2,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"39963",146,"1","DC",47,86,3,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"39964",76,"1","LA",15,91,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"39965",101,"1","LA",37,91,3,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"39966",91,"1","SF",25,91,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"39967",56,"1","NYC",3,85,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"39968",245,"2","LA",2,93,2,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"39969",89,"1","NYC",11,91,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"39970",146,"1","Boston",3,93,2,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"39971",140,"1","NYC",17,91,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39972",154,"1","NYC",9,93,2,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"39973",61,"1","NYC",13,85,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"39974",146,"1","NYC",2,93,2,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"39975",247,"2","LA",5,93,2,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"39976",213,"1","LA",4,89,2,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"39977",84,"1","DC",31,91,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0
"39978",84,"1","LA",5,93,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"39979",119,"1","NYC",5,93,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"39980",84,"1","SF",34,91,2,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"39981",114,"1","LA",41,91,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"39982",119,"1","LA",2,93,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"39983",202,"1","SF",11,93,2,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"39984",184,"1","SF",19,91,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"39985",123,"2","LA",27,91,2,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"39986",92,"1","NYC",29,91,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"39987",172,"2","Boston",3,84,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"39988",110,"1","NYC",40,91,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"39989",187,"1","NYC",4,91,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"39990",77,"1","LA",3,89,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"39991",146,"1","NYC",3,93,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"39992",101,"1","Boston",26,91,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"39993",65,"1.5","NYC",6,84,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"39994",202,"2","LA",9,93,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"39995",119,"1","LA",32,91,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"39996",81,"1","NYC",44,91,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"39997",135,"1","LA",4,91,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"39998",224,"1","NYC",10,87,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"39999",114,"1","NYC",42,89,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"40000",99,"1","NYC",45,85,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"40001",187,"2","LA",7,87,3,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"40002",68,"1.5","LA",15,93,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"40003",81,"1","Chicago",13,91,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"40004",169,"1","Boston",13,92,2,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"40005",74,"1","LA",3,93,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"40006",92,"1","NYC",5,91,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"40007",101,"1","NYC",10,91,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"40008",92,"1","LA",9,93,3,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"40009",127,"1","NYC",19,91,2,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"40010",101,"1","DC",43,91,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"40011",84,"1.5","Chicago",4,91,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"40012",218,"1.5","Boston",2,85,3,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"40013",135,"1","NYC",3,85,3,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"40014",71,"1","NYC",10,91,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"40015",172,"1","NYC",22,91,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40016",180,"1","NYC",26,91,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"40017",123,"1","NYC",5,91,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"40018",164,"1","NYC",17,91,2,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"40019",86,"1","NYC",3,93,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"40020",99,"1","NYC",5,91,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"40021",202,"1","NYC",2,93,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"40022",89,"1","DC",4,93,2,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"40023",119,"1","NYC",4,89,3,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
"40024",99,"1","LA",40,91,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"40025",119,"2","LA",4,91,2,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"40026",146,"1","Chicago",40,91,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"40027",119,"1","LA",5,86,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"40028",187,"1","LA",4,89,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"40029",191,"1","Boston",12,91,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"40030",65,"1.5","NYC",5,89,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"40031",119,"1","NYC",6,87,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"40032",209,"1","SF",2,93,2,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"40033",146,"1","Chicago",11,91,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
"40034",78,"1.5","NYC",2,93,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"40035",132,"1","LA",2,85,2,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"40036",62,"1","Chicago",39,91,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0
"40037",52,"1","LA",11,91,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"40038",84,"1.5","LA",8,91,2,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"40039",69,"1","LA",10,91,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"40040",66,"1","NYC",4,87,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"40041",78,"1","NYC",2,93,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"40042",119,"1","Chicago",8,93,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"40043",135,"1","NYC",5,91,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"40044",57,"1","LA",5,93,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"40045",159,"1","Chicago",3,93,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"40046",123,"1","LA",13,93,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"40047",71,"1","NYC",3,91,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"40048",106,"1","NYC",7,86,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"40049",84,"1","LA",8,93,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"40050",71,"1","NYC",28,87,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0
"40051",179,"1","SF",4,87,2,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"40052",97,"1","NYC",9,86,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"40053",63,"1","NYC",3,93,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"40054",71,"1.5","NYC",5,87,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"40055",89,"1","LA",2,93,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"40056",231,"1","Boston",3,85,3,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"40057",187,"1","SF",10,85,2,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"40058",99,"1","LA",41,88,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"40059",189,"1","NYC",37,90,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"40060",187,"2","LA",12,93,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"40061",145,"1","LA",7,93,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"40062",131,"1","SF",3,93,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"40063",187,"1","NYC",4,93,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"40064",99,"1","NYC",33,91,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"40065",89,"1","LA",26,86,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"40066",78,"1","LA",12,91,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40067",127,"1","NYC",39,91,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"40068",74,"1","LA",7,91,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"40069",64,"1","Chicago",10,93,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"40070",74,"1","LA",2,93,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"40071",89,"1","LA",44,91,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"40072",78,"1","NYC",2,93,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"40073",167,"1","NYC",19,91,2,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"40074",245,"1","DC",4,93,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"40075",159,"1","NYC",10,89,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"40076",126,"1","NYC",9,91,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"40077",119,"1","Chicago",32,93,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"40078",123,"1","LA",50,92,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"40079",171,"1","NYC",12,91,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40080",187,"1","DC",2,93,2,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"40081",84,"1","NYC",3,93,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"40082",135,"1","Chicago",34,91,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"40083",78,"1","NYC",2,93,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"40084",135,"1","SF",8,91,2,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"40085",99,"1","NYC",2,84,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40086",78,"1","NYC",4,87,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"40087",78,"1","NYC",3,89,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"40088",151,"1","NYC",3,93,2,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"40089",101,"1","Chicago",36,87,2,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"40090",68,"1","LA",22,91,2,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"40091",123,"1","DC",19,90,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"40092",92,"1","SF",17,92,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"40093",187,"1","NYC",38,91,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40094",99,"1","Chicago",43,91,3,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"40095",146,"1","NYC",36,91,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"40096",99,"2","Boston",31,89,3,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"40097",65,"1","Chicago",28,91,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
"40098",69,"1","LA",7,91,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"40099",213,"1","NYC",4,93,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"40100",81,"1","LA",8,89,2,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"40101",78,"1","DC",42,91,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"40102",84,"1","LA",4,93,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"40103",115,"1","LA",30,91,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"40104",106,"1","LA",2,93,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"40105",176,"1","NYC",3,93,2,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"40106",81,"1.5","LA",22,92,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"40107",213,"2","LA",10,91,2,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"40108",181,"2","NYC",3,93,2,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"40109",65,"1","NYC",2,84,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"40110",74,"1","NYC",4,87,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"40111",77,"1","SF",47,86,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"40112",84,"1","LA",29,91,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"40113",78,"1","NYC",6,93,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"40114",187,"1","NYC",16,92,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"40115",146,"1","LA",11,91,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"40116",81,"1","NYC",9,85,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"40117",65,"1","NYC",15,91,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"40118",79,"1","LA",31,91,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"40119",187,"1","LA",13,91,2,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"40120",60,"1","NYC",12,87,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"40121",68,"1","LA",10,93,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"40122",145,"1","SF",3,93,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"40123",71,"1","NYC",28,86,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"40124",105,"1.5","NYC",15,91,2,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"40125",115,"1.5","NYC",2,93,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"40126",181,"1","LA",9,88,3,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"40127",123,"1","Chicago",2,93,2,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"40128",74,"1","NYC",11,91,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"40129",81,"1","LA",29,92,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"40130",187,"1","NYC",3,93,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"40131",143,"2","LA",3,93,2,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"40132",145,"2","LA",19,91,2,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"40133",74,"1","NYC",18,86,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"40134",71,"1","LA",7,87,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"40135",132,"2","LA",30,91,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"40136",146,"1","NYC",3,93,2,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40137",77,"1","NYC",5,93,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"40138",225,"1","NYC",35,91,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"40139",99,"1","LA",4,93,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"40140",119,"1","NYC",2,93,2,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"40141",135,"2","LA",37,90,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"40142",235,"2","NYC",2,93,3,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"40143",65,"1","NYC",5,91,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"40144",135,"1","NYC",35,91,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"40145",268,"2.5","NYC",4,93,2,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"40146",89,"1","LA",2,93,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"40147",53,"2","LA",6,91,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"40148",156,"1","SF",16,91,2,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"40149",96,"1","Chicago",10,93,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"40150",140,"1","Boston",38,92,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"40151",65,"2","NYC",7,86,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"40152",55,"1","LA",35,91,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"40153",81,"1","LA",14,91,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"40154",187,"1","NYC",6,91,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"40155",89,"1","LA",3,93,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"40156",187,"1","NYC",15,90,2,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"40157",143,"1","LA",47,92,2,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"40158",71,"1","LA",9,91,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"40159",84,"1","LA",7,91,2,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"40160",61,"2","LA",49,84,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"40161",253,"1","SF",26,91,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"40162",164,"2","NYC",19,93,3,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"40163",74,"1","NYC",3,89,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"40164",81,"1","NYC",4,93,2,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"40165",71,"1","NYC",42,91,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"40166",146,"1","SF",2,93,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
